Fecha,Incidentes,Pruebas t-1,Pruebas t-2,Pruebas t-3,Incidentes t-1,Incidentes t-2,Incidentes t-3,H t-1,H t-2,H t-3,H_UCI t-1,H_UCI t-2,H_UCI t-3,Defunciones t-1,Defunciones t-2,Defunciones t-3,Asintomaticos t-1,Asintomaticos t-2,Asintomaticos t-3,Sintomaticos t-1,Sintomaticos t-2,Sintomaticos t-3,Entradas t-1,Entradas t-2,Entradas t-3,Salidas t-1,Salidas t-2,Salidas t-3
2020-03-11,0.005256241787122208,0.003270166023813517,0.0017608586282072784,0.010900553412711723,0.002628120893561104,0.001314060446780552,0.0004380201489268506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035398230088495575,0.0024154589371980675,0.0024154589371980675,0.0006038647342995169,0.37164383408303225,0.3733813207558106,0.33868334151654417,0.33552195130088436,0.34443972950815754,0.29344819411487455
2020-03-12,0.003942181340341655,0.009726647660573538,0.003270166023813517,0.0017608586282072784,0.005256241787122208,0.002628120893561104,0.001314060446780552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035398230088495575,0.0,0.0,0.006038647342995169,0.0024154589371980675,0.0024154589371980675,0.369960364688668,0.37164383408303225,0.3733813207558106,0.3325193071607798,0.33552195130088436,0.34443972950815754
2020-03-13,0.005256241787122208,0.011403655877913803,0.009726647660573538,0.003270166023813517,0.003942181340341655,0.005256241787122208,0.002628120893561104,0.0035211267605633804,0.0,0.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.0035398230088495575,0.0,0.004227053140096618,0.006038647342995169,0.0024154589371980675,0.37007785730482795,0.369960364688668,0.37164383408303225,0.3333966929399273,0.3325193071607798,0.33552195130088436
2020-03-14,0.010074463425317565,0.01911789367767902,0.011403655877913803,0.009726647660573538,0.005256241787122208,0.003942181340341655,0.005256241787122208,0.007042253521126761,0.0035211267605633804,0.0,0.005681818181818182,0.005681818181818182,0.0,0.0,0.0,0.0,0.005309734513274336,0.008849557522123894,0.0035398230088495575,0.005434782608695652,0.004227053140096618,0.006038647342995169,0.3646757058798053,0.37007785730482795,0.369960364688668,0.3236658343496976,0.3333966929399273,0.3325193071607798
2020-03-15,0.00788436268068331,0.016434680529934596,0.01911789367767902,0.011403655877913803,0.010074463425317565,0.005256241787122208,0.003942181340341655,0.007042253521126761,0.007042253521126761,0.0035211267605633804,0.011363636363636364,0.005681818181818182,0.005681818181818182,0.0,0.0,0.0,0.008849557522123894,0.005309734513274336,0.008849557522123894,0.01147342995169082,0.005434782608695652,0.004227053140096618,0.1497515683575847,0.3646757058798053,0.37007785730482795,0.12749747081481355,0.3236658343496976,0.3333966929399273
2020-03-16,0.010512483574244415,0.010145899714908604,0.016434680529934596,0.01911789367767902,0.00788436268068331,0.010074463425317565,0.005256241787122208,0.011443661971830986,0.007042253521126761,0.007042253521126761,0.011363636363636364,0.011363636363636364,0.005681818181818182,0.0,0.0,0.0,0.007079646017699115,0.008849557522123894,0.005309734513274336,0.008454106280193236,0.01147342995169082,0.005434782608695652,0.050292503296021106,0.1497515683575847,0.3646757058798053,0.04237389881330064,0.12749747081481355,0.3236658343496976
2020-03-17,0.017082785808147174,0.012326010397450949,0.010145899714908604,0.016434680529934596,0.010512483574244415,0.00788436268068331,0.010074463425317565,0.01584507042253521,0.011443661971830986,0.007042253521126761,0.017045454545454544,0.011363636363636364,0.011363636363636364,0.0,0.0,0.0,0.008849557522123894,0.007079646017699115,0.008849557522123894,0.008454106280193236,0.008454106280193236,0.01147342995169082,0.1978944795926196,0.050292503296021106,0.1497515683575847,0.1801681007713041,0.04237389881330064,0.12749747081481355
2020-03-18,0.012264564169951817,0.018950192855944997,0.012326010397450949,0.010145899714908604,0.017082785808147174,0.010512483574244415,0.00788436268068331,0.019366197183098594,0.01584507042253521,0.011443661971830986,0.022727272727272728,0.017045454545454544,0.011363636363636364,0.0,0.0,0.0,0.04070796460176991,0.008849557522123894,0.007079646017699115,0.00966183574879227,0.008454106280193236,0.008454106280193236,0.20278954514948574,0.1978944795926196,0.050292503296021106,0.17715717405855996,0.1801681007713041,0.04237389881330064
2020-03-19,0.016644765659220323,0.023645815864497738,0.018950192855944997,0.012326010397450949,0.012264564169951817,0.017082785808147174,0.010512483574244415,0.03169014084507042,0.019366197183098594,0.01584507042253521,0.03409090909090909,0.022727272727272728,0.017045454545454544,0.0,0.0,0.0,0.035398230088495575,0.04070796460176991,0.008849557522123894,0.005434782608695652,0.00966183574879227,0.008454106280193236,0.206463315468403,0.20278954514948574,0.1978944795926196,0.17960259325994263,0.17715717405855996,0.1801681007713041
2020-03-20,0.015330705212439772,0.02574207613617307,0.023645815864497738,0.018950192855944997,0.016644765659220323,0.012264564169951817,0.017082785808147174,0.04137323943661972,0.03169014084507042,0.019366197183098594,0.0625,0.03409090909090909,0.022727272727272728,0.0,0.0,0.0,0.035398230088495575,0.035398230088495575,0.04070796460176991,0.006642512077294686,0.005434782608695652,0.00966183574879227,0.0831129022464425,0.206463315468403,0.20278954514948574,0.062130757657333835,0.17960259325994263,0.17715717405855996
2020-03-21,0.025405168637757335,0.027922186818715413,0.02574207613617307,0.023645815864497738,0.015330705212439772,0.016644765659220323,0.012264564169951817,0.05369718309859155,0.04137323943661972,0.03169014084507042,0.07954545454545454,0.0625,0.03409090909090909,0.03333333333333333,0.0,0.0,0.047787610619469026,0.035398230088495575,0.035398230088495575,0.01147342995169082,0.006642512077294686,0.005434782608695652,0.173490207219267,0.0831129022464425,0.206463315468403,0.14457263728263206,0.062130757657333835,0.17960259325994263
2020-03-22,0.021901007446342532,0.0303538487338588,0.027922186818715413,0.02574207613617307,0.025405168637757335,0.015330705212439772,0.016644765659220323,0.06866197183098592,0.05369718309859155,0.04137323943661972,0.09090909090909091,0.07954545454545454,0.0625,0.0,0.03333333333333333,0.0,0.04424778761061947,0.047787610619469026,0.035398230088495575,0.01570048309178744,0.01147342995169082,0.006642512077294686,0.07120956875506015,0.173490207219267,0.0831129022464425,0.054362885375522044,0.14457263728263206,0.062130757657333835
2020-03-23,0.022777047744196234,0.029012242159986587,0.0303538487338588,0.027922186818715413,0.021901007446342532,0.025405168637757335,0.015330705212439772,0.07042253521126761,0.06866197183098592,0.05369718309859155,0.13068181818181818,0.09090909090909091,0.07954545454545454,0.06666666666666667,0.0,0.03333333333333333,0.03008849557522124,0.04424778761061947,0.047787610619469026,0.007246376811594202,0.01570048309178744,0.01147342995169082,0.0,0.07120956875506015,0.173490207219267,0.0,0.054362885375522044,0.14457263728263206
2020-03-24,0.04949627682873412,0.017357035049471742,0.029012242159986587,0.0303538487338588,0.022777047744196234,0.021901007446342532,0.025405168637757335,0.08714788732394367,0.07042253521126761,0.06866197183098592,0.14772727272727273,0.13068181818181818,0.09090909090909091,0.0,0.06666666666666667,0.0,0.061946902654867256,0.03008849557522124,0.04424778761061947,0.013285024154589372,0.007246376811594202,0.01570048309178744,0.1559453383176111,0.0,0.07120956875506015,0.13939109302481162,0.0,0.054362885375522044
2020-03-25,0.0328515111695138,0.04158980379003858,0.017357035049471742,0.029012242159986587,0.04949627682873412,0.022777047744196234,0.021901007446342532,0.11179577464788733,0.08714788732394367,0.07042253521126761,0.1875,0.14772727272727273,0.13068181818181818,0.13333333333333333,0.0,0.06666666666666667,0.05132743362831858,0.061946902654867256,0.03008849557522124,0.05978260869565217,0.013285024154589372,0.007246376811594202,0.1368187726500045,0.1559453383176111,0.0,0.11623271019183753,0.13939109302481162,0.0
2020-03-26,0.052124397722295226,0.04158980379003858,0.04158980379003858,0.017357035049471742,0.0328515111695138,0.04949627682873412,0.022777047744196234,0.15140845070422534,0.11179577464788733,0.08714788732394367,0.20454545454545456,0.1875,0.14772727272727273,0.1,0.13333333333333333,0.0,0.03008849557522124,0.05132743362831858,0.061946902654867256,0.03743961352657005,0.05978260869565217,0.013285024154589372,0.16232063903494873,0.1368187726500045,0.1559453383176111,0.138711131144889,0.11623271019183753,0.13939109302481162
2020-03-27,0.037669732807709154,0.06104309911118565,0.04158980379003858,0.04158980379003858,0.052124397722295226,0.0328515111695138,0.04949627682873412,0.18397887323943662,0.15140845070422534,0.11179577464788733,0.30113636363636365,0.20454545454545456,0.1875,0.3,0.1,0.13333333333333333,0.04601769911504425,0.03008849557522124,0.05132743362831858,0.0428743961352657,0.03743961352657005,0.05978260869565217,0.1702927226116217,0.16232063903494873,0.1368187726500045,0.1456297894563951,0.138711131144889,0.11623271019183753
2020-03-28,0.02715724923346474,0.05995304376991448,0.06104309911118565,0.04158980379003858,0.037669732807709154,0.052124397722295226,0.0328515111695138,0.20334507042253522,0.18397887323943662,0.15140845070422534,0.32954545454545453,0.30113636363636365,0.20454545454545456,0.2,0.3,0.1,0.02654867256637168,0.04601769911504425,0.03008849557522124,0.03502415458937198,0.0428743961352657,0.03743961352657005,0.16854205152854393,0.1702927226116217,0.16232063903494873,0.1362490444759604,0.1456297894563951,0.138711131144889
